"pid","description","tid"
"31216","Chubby appearance","4"
"31217","Short broad neck","13"
"31218","Central apnea, episodic","17"
"31219","Rigid gait","57"
"31220","Episodes of decreased alertness, hypotonia, and poor respiration requiring mechanical ventilation","57"
"31221","Central apneic episodes may be fatal","73"
"31222","Described in individuals of Jewish Bukharian descent","73"
"31223","Colorectal polyps","33"
"31224","Colorectal carcinoma","33"
"31225","Colorectal carcinoma","65"
"31226","Tumors are microsatellite stable","73"
"31227","Some tumors may be microsatellite instable and carry somatic mutations in MSH mismatch repair genes","73"
"31228","Patients develop multiple tumors","73"
"31229","Tall (86%)","2"
"31230","Macrocephaly (80%)","6"
"31231","Supraorbital ridge (78%)","9"
"31232","Downslanting palpebral fissures (67%)","9"
"31233","Gastrointestinal problems (80%)","33"
"31234","Constipation (60%)","33"
"31235","Autism (80%)","57"
"31236","Intellectual disability (60%)","57"
"31237","Seizures (20%)","57"
"31238","Regression (47%)","57"
"31239","Sleep disturbances (67%)","59"
"31240","Difficulty falling asleep (44%)","59"
"31241","Emaciation, profound","3"
"31242","Microcephaly (in 1 family)","6"
"31243","Cardiomyopathy, dilated (in 1 patient)","15"
"31244","Arrhythmias (in 1 patient)","15"
"31245","Respiratory insufficiency, severe, due to muscle weakness","17"
"31246","Ventilation may be required","17"
"31247","Gastrointestinal symptoms (in some patients)","33"
"31248","Nausea (in some patients)","33"
"31249","Abdominal fullness (in some patients)","33"
"31250","Loss of appetite (in some patients)","33"
"31251","Renal colic (in some patients)","39"
"31252","Muscle weakness, variable","55"
"31253","Variable deficiencies of mitochondrial respiratory chain enzymes","55"
"31254","Mitochondrial DNA depletions","55"
"31255","Cerebellar hypoplasia (reported in 1 family)","57"
"31256","Hypergonadotropic hypogonadism (reported in 1 female)","62"
"31257","Variable age at onset (range first to fourth decade)","73"
"31258","Optic nerve hypoplasia (in some patients)","9"
"31259","Fecal incontinence (rare)","33"
"31260","Urinary incontinence (rare)","41"
"31261","Foot contractures","48"
"31262","Abnormal lipid peak on brain MRS","57"
"31263","Spinal cord syrinx (in 2 patients)","57"
"31264","Onset of spasticity by age 2 years","73"
"31265","Open fontanel","6"
"31266","Narrowed auditory canal","8"
"31267","Sclerosis of semicircular canals","8"
"31268","Vision loss, unilateral or bilateral","9"
"31269","Narrowed medullary space due to encroachment of cortical bone","42"
"31270","Narrow optic canal","43"
"31271","Narrow auditory canal","43"
"31272","Sclerosis of semicircular canals","43"
"31273","Fully ossified ethmoid air cells","43"
"31274","Fully ossified sphenoid sinuses","43"
"31275","Head tremor (in some patients)","6"
"31276","Oromandibular dystonia (in some patients)","7"
"31277","Blepharospasm (in some patients)","9"
"31278","Cervical dystonia","12"
"31279","Laryngeal tremor","19"
"31280","Dystonic posturing of the upper limb","46"
"31281","Tremor of the upper limb","57"
"31282","Voice tremor","60"
"31283","Average age at onset is 24 years (range 4 to 58 years)","73"
"31284","Arthrogryposis of the small joints","42"
"31285","Distal muscle atrophy, predominantly affecting the lower limbs","55"
"31286","Distal muscle weakness, predominantly affecting the lower limbs","55"
"31287","Decreased mitochondrial respiratory activities (in some patients)","55"
"31288","Mild upper limb involvement","57"
"31289","Decreased or normal sensory and motor nerve conduction velocities","58"
"31290","Sural nerve biopsy showed loss of large myelinated fibers","58"
"31291","Onset of visual loss in the first decade","73"
"31292","Onset of slowly progressive spastic paraplegia in first or second decade","73"
"31293","Tachycardia during pain episodes","15"
"31294","Breathing difficulties during pain episodes","17"
"31295","Enhanced secondary hyperalgesia and flare response on mustard oil application","50"
"31296","Pain, episodic","57"
"31297","Pain affects upper body","57"
"31298","Episodes last about 1.5 hours","73"
"31299","Episodes are triggered by hunger, fatigue, cold, stress","73"
"31300","Episodes are followed by exhaustion and sleep","73"
"31301","Prominent trabeculations","15"
"31302","Visceral malformations","27"
"31303","Limb deformation (rare)","46"
"31304","Occipital neural tube defects","57"
"31305","Death in utero","73"
"31306","Optic atrophy (in 1 of 3 patients)","9"
"31307","Respiratory distress at birth","17"
"31308","Reduced O-mannosyl glycans on alpha-dystroglycan","55"
"31309","Absence of spontaneous movements","57"
"31310","Loss of cerebral white matter (in 1 of 3 patients)","57"
"31311","Increased serum transaminases (in 1 of 3 patients)","72"
"31312","Abnormal N-glycosylation of transferrin","72"
"31313","Fibroblasts accumulate Dol-PP-GlcNAc2Man5","72"
"31314","Three patients have been described (last curated January 2013)","73"
"31315","Low birth length","2"
"31316","Poor somatic growth","4"
"31317","Microcephaly, severe (-9 S.D.)","6"
"31318","Low sloping forehead","6"
"31319","Prominent helices","8"
"31320","Cerebral atrophy, severe","57"
"31321","Loss of neurons affecting all cortical layers","57"
"31322","Little polarity in remaining neurons","57"
"31323","Abnormal cell orientation","57"
"31324","Poor dendritic maturation","57"
"31325","Cell degeneration","57"
"31326","Death usually by 1 year of age","73"
"31327","One consanguineous Arab Israeli family has been reported (last curated February, 2013)","73"
"31328","Muscle weakness, proximal and distal, affecting upper and lower limbs","55"
"31329","Muscle atrophy, mild","55"
"31330","Calf hypertrophy (in some patients)","55"
"31331","Signs of denervation seen on biopsy","55"
"31332","Secondary myopathic changes","55"
"31333","Lower motor neuron disease affecting upper and lower limbs","57"
"31334","Distal sensory impairment, mild (in some patients)","58"
"31335","Increased prevalence among the Finnish","73"
"31336","Decreased mitochondrial complex III activity seen on muscle biopsy","55"
"31337","Decreased mitochondrial complex III activity seen in muscle","72"
"31338","Onset in the first month of life","73"
"31339","One large consanguineous Israeli Bedouin kindred has been reported (last curated April 2013)","73"
"31340","Cognitive impairment, mild (1 patient)","57"
"31341","Decreased mitochondrial complex III activity (in fibroblasts of 1 patient)","72"
"31342","Episodic metabolic decompensation usually associated with illness","73"
"31343","Three patients from 1 Mexican family have been reported (last curated April 2013)","73"
"31344","Abnormal facial expression upon smiling, laughing, or crying","7"
"31345","Urosepsis","39"
"31346","Overactive bladder","41"
"31347","Trabeculated bladder","41"
"31348","Low-capacity bladder","41"
"31349","Microphthalmia, severe, bilateral","9"
"31350","Cyst associated with dysplastic globe (in some patients)","9"
"31351","Hypoplastic optic chiasm","9"
"31352","Hypoplastic optic nerves","9"
"31353","Coloboma (in some patients)","9"
"31354","Detached retina (in some patients)","9"
"31355","Entropion, bilateral (in some patients)","9"
"31356","Hypertrophic cardiomyopathy, biventricular","15"
"31357","Glycogen deposition","15"
"31358","Markedly decreased cytochrome c oxidase activity","15"
"31359","Increased intermyofibrillar and subsarcolemmal glycogen","55"
"31360","Mildly decreased cytochrome c oxidase activity","55"
"31361","Lactic acidosis, persistent","61"
"31362","Extraocular muscle weakness, mild (1 patient)","9"
"31363","Respiratory insufficiency (1 patient)","17"
"31364","Muscle weakness may affect upper limbs","55"
"31365","Type II fiber atrophy seen on muscle biopsy","55"
"31366","Fragmentation of the neuromuscular junction with pre- and postsynaptic defects","55"
"31367","Small or absent axon terminals","55"
"31368","Small endplate","55"
"31369","Decrement of the compound muscle action potential on repetitive stimulation","55"
"31370","Ascites (in some patients)","55"
"31371","Aplastic anemia (in some patients)","63"
"31372","Decreased T cell-dependent antibody production","64"
"31373","Defective CD8+ T cell function","64"
"31374","Lack of CD27 expression on lymphocytes","64"
"31375","Decreased NK levels (in some patients)","64"
"31376","Hemophagocytosis (in some patients)","64"
"31377","Systemic inflammatory response (in some patients)","64"
"31378","Hemophagocytic lymphohistiocytosis (in some patients)","65"
"31379","Lymphoproliferative disorder (in some patients)","65"
"31380","Lymphoma (in some patients)","65"
"31381","Increased susceptibility to EBV infection","72"
"31382","Persistent EBV viremia","72"
"31383","Decreased fibrinogen (in some patients)","72"
"31384","Variable survival","73"
"31385","Recurrent acute episodes","73"
"31386","Favorable response to rituxan (in some patients)","73"
"31387","Transillumination of the iris","9"
"31388","Sparse pigmentation of the peripheral ocular fundus","9"
"31389","Crossed asymmetry of cortical visual response on visual evoked potential testing","9"
"31390","Light complexion","50"
"31391","Pale blond to light brown","54"
"31392","Tendency to lighter pigmentation than unaffected relatives","73"
"31393","Decreased glycosylation of alpha-dystroglycan seen on muscle biopsy","55"
"31394","Lack of acquisition of motor milestones","57"
"31395","Severe cognitive impairment","57"
"31396","Frontotemporal leukoencephalopathy","57"
"31397","Macrocephaly (1 patient)","6"
"31398","Cortical blindness (1 patient)","9"
"31399","Delayed opercularization","57"
"31400","Germinal cysts over the caudate","57"
"31401","Increased urinary, plasma, and CSF D-2-hydroxyglutaric acid","72"
"31402","Increased urinary, plasma, and CSF L-2-hydroxyglutaric acid","72"
"31403","Predominance of the D-stereoisomer","72"
"31404","Increased urinary 2-oxoglutaric acid","72"
"31405","Cardiomyopathy, dilated, mild","15"
"31406","Left ventricular dilation, mild","15"
"31407","Inverted T-waves in precordial leads on electrocardiography","15"
"31408","Onset of disease after fourth decade of life","73"
"31409","Distal muscle weakness due to peripheral neuropathy of upper and lower limbs","58"
"31410","Distal muscle atrophy due to peripheral neuropathy of upper and lower limbs","58"
"31411","Sural nerve biopsy shows loss of myelinated fibers","58"
"31412","Axonal regeneration","58"
"31413","Variable nerve conduction velocities (range 16.5 to 45.7 m/s)","58"
"31414","Onset around adolescence in males","73"
"31415","Later onset in females","73"
"31416","One Chinese family and 1 unrelated patient have been reported (last curated April 2013)","73"
"31417","Cataract, complete","9"
"31418","Colitis (in some patients)","33"
"31419","Esophageal stenosis (in some patients)","33"
"31420","Abnormal skin pigmentation in some patients)","50"
"31421","Leukoplakia (in some patients)","50"
"31422","Developmental delay (in most patients)","57"
"31423","Cerebellar hypoplasia (in most patients)","57"
"31424","Immunodeficiency, primarily affecting B cell line","64"
"31425","Shortened telomeres in leukocytes","72"
"31426","Fibroblasts may have normal telomere lengths","72"
"31427","Some patients may be asymptomatic and have only short telomeres","73"
"31428","Affected individuals may have biallelic or heterozygous mutations","73"
"31429","Macrocephaly due to hydrocephalus","6"
