"mimnumber","full_name","short_name"
"616501","CARDIOENCEPHALOMYOPATHY, FATAL INFANTILE, DUE TO CYTOCHROME c OXIDASE DEFICIENCY 4","CEMCOX4"
"616502","CONE-ROD DYSTROPHY 21","CORD21"
"616503","LETHAL CONGENITAL CONTRACTURE SYNDROME 9","LCCS9"
"616505","NEUROPATHY, HEREDITARY MOTOR AND SENSORY, TYPE VIB","HMSN6B"
"616507","OSTEOGENESIS IMPERFECTA, TYPE XVII","OI17"
"616509","CATARACT 44","CTRCT44"
"616511","MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 14","MODY14"
"616515","DEAFNESS, AUTOSOMAL RECESSIVE 104","DFNB104"
"616516","EMERY-DREIFUSS MUSCULAR DYSTROPHY 3, AUTOSOMAL RECESSIVE","EDMD3"
"616517","ACHROMATOPSIA 7","ACHM7"
"616521","MENTAL RETARDATION, AUTOSOMAL DOMINANT 39","MRD39"
"616531","POLYMICROGYRIA, PERISYLVIAN, WITH CEREBELLAR HYPOPLASIA AND ARTHROGRYPOSIS","PMGYCHA"
"616532","HERPES SIMPLEX ENCEPHALITIS, SUSCEPTIBILITY TO, 7","null"
"616534","THYROID CANCER, NONMEDULLARY, 4","NMTC4"
"616535","THYROID CANCER, NONMEDULLARY, 5","NMTC5"
"616538","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 9","MDDGA9"
"616539","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 26","COXPD26"
"616540","EPILEPSY, PROGRESSIVE MYOCLONIC, 9","EPM9"
"616541","SHORT STATURE, MICROCEPHALY, AND ENDOCRINE DYSFUNCTION","SSMED"
"616544","RETINITIS PIGMENTOSA 73","RP73"
"616546","SHORT-RIB THORACIC DYSPLASIA 14 WITH POLYDACTYLY","SRTD14"
"616549","KLIPPEL-FEIL SYNDROME 4, AUTOSOMAL RECESSIVE, WITH NEMALINE MYOPATHY AND FACIAL DYSMORPHISM","KFS4"
"616553","DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT 6","DKCA6"
"616559","NOONAN SYNDROME 9","NS9"
"616562","RETINITIS PIGMENTOSA 74","RP74"
"616564","NOONAN SYNDROME 10","NS10"
"616566","SPONDYLOCOSTAL DYSOSTOSIS 6, AUTOSOMAL RECESSIVE","SCDO6"
"616568","GLIOMA SUSCEPTIBILITY 9","GLM9"
"616570","CEREBROOCULOFACIOSKELETAL SYNDROME 3","COFS3"
"616576","IMMUNODEFICIENCY, COMMON VARIABLE, 12","CVID12"
"616577","EPILEPSY, HEARING LOSS, AND MENTAL RETARDATION SYNDROME","EHLMRS"
"616579","MENTAL RETARDATION, AUTOSOMAL DOMINANT 40","MRD40"
"616580","AU-KLINE SYNDROME","AUKS"
"616583","SPONDYLOEPIPHYSEAL DYSPLASIA, STANESCU TYPE","SEDSTN"
"616586","SPASTIC PARAPLEGIA 9B, AUTOSOMAL RECESSIVE","SPG9B"
"616589","ADAMS-OLIVER SYNDROME 6","AOS6"
"616592","KOSAKI OVERGROWTH SYNDROME","KOGS"
"616602","CRANIOSYNOSTOSIS 6","CRS6"
"616603","CUTIS LAXA, AUTOSOMAL DOMINANT 3","ADCL3"
"616617","HEIMLER SYNDROME 2","HMLR2"
"616622","IMMUNODEFICIENCY 42","IMD42"
"616625","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2W","CMT2W"
"616629","SENIOR-LOKEN SYNDROME 9","SLSN9"
"616632","SEIZURES, CORTICAL BLINDNESS, AND MICROCEPHALY SYNDROME","SCBMS"
"616636","IMMUNODEFICIENCY 44","IMD44"
"616638","SMITH-KINGSMORE SYNDROME","SKS"
"616640","EPILEPSY, PROGRESSIVE MYOCLONIC, 10","EPM10"
"616645","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 34","EIEE34"
"616647","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 35","EIEE35"
"616649","SPHEROCYTOSIS, TYPE 2","SPH2"
"616651","ROIFMAN SYNDROME","RFMN"
"616654","JOUBERT SYNDROME 24","JBTS24"
"616657","SPASTIC TETRAPLEGIA, THIN CORPUS CALLOSUM, AND PROGRESSIVE MICROCEPHALY","SPATCCM"
"616668","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2X","CMT2X"
"616669","IMMUNODEFICIENCY 45","IMD45"
"616672","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 27","COXPD27"
"616680","SPASTIC PARAPLEGIA 75, AUTOSOMAL RECESSIVE","SPG75"
"616681","MICROCEPHALY 16, PRIMARY, AUTOSOMAL RECESSIVE","MCPH16"
"616682","SEIZURES, SCOLIOSIS, AND MACROCEPHALY SYNDROME","SSMS"
"616683","LEUKODYSTROPHY, HYPOMYELINATING, 12","HLD12"
"616684","CHARCOT-MARIE-TOOTH DISEASE, TYPE 4K","CMT4K"
"616685","EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 14","EIG14"
"616687","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2Y","CMT2Y"
"616688","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2Z","CMT2Z"
"616689","DEHYDRATED HEREDITARY STOMATOCYTOSIS 2","DHS2"
"616697","DEAFNESS, AUTOSOMAL DOMINANT 69","DFNA69"
"616705","DEAFNESS, AUTOSOMAL RECESSIVE 97","DFNB97"
"616707","DEAFNESS, AUTOSOMAL DOMINANT 68","DFNA68"
"616708","DESANTO-SHINAWI SYNDROME","DESSH"
"616716","RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 5","RCDP5"
"616719","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 21","SCAR21"
"616720","MYASTHENIC SYNDROME, CONGENITAL, 19","CMS19"
"616721","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIn","CDG2N"
"616722","RETINAL DYSTROPHY AND IRIS COLOBOMA WITH OR WITHOUT CONGENITAL CATARACT","RDICC"
"616723","SPONDYLOEPIMETAPHYSEAL DYSPLASIA, FADEN-ALKURAYA TYPE","SEMDFA"
"616724","TOOTH AGENESIS, SELECTIVE, 7","STHAG7"
"616726","CILIARY DYSKINESIA, PRIMARY, 33","CILD33"
"616728","CLEFT PALATE, PSYCHOMOTOR RETARDATION, AND DISTINCTIVE FACIAL FEATURES","CPRF"
"616730","NEPHROTIC SYNDROME, TYPE 11","NPHS11"
"616732","OPTIC ATROPHY 10 WITH OR WITHOUT ATAXIA, MENTAL RETARDATION, AND SEIZURES","OPA10"
"616733","COENZYME Q10 DEFICIENCY, PRIMARY, 8","COQ10D8"
"616734","SKIN CREASES, CONGENITAL SYMMETRIC CIRCUMFERENTIAL, 2","CSCSC2"
"616736","TREMOR, HEREDITARY ESSENTIAL, 5","ETM5"
"616738","RADIOULNAR SYNOSTOSIS WITH AMEGAKARYOCYTIC THROMBOCYTOPENIA 2","RUSAT2"
"616739","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 51","MRT51"
"616740","IMMUNODEFICIENCY 46","IMD46"
"616744","AUTOINFLAMMATORY SYNDROME, FAMILIAL, BEHCET-LIKE","AISBL"
"616749","HETEROTAXY, VISCERAL, 7, AUTOSOMAL","HTX7"
"616754","BOMBAY PHENOTYPE","null"
"616756","SPASTIC PARAPLEGIA AND PSYCHOMOTOR RETARDATION WITH OR WITHOUT SEIZURES","SPPRS"
"616760","WOOLLY HAIR, AUTOSOMAL RECESSIVE 3","ARWH3"
"616763","LEUKODYSTROPHY AND ACQUIRED MICROCEPHALY WITH OR WITHOUT DYSTONIA","LDAMD"
"616777","SECKEL SYNDROME 9","SCKL9"
"616779","CEREBRAL ARTERIOPATHY, AUTOSOMAL DOMINANT, WITH SUBCORTICAL INFARCTS AND LEUKOENCEPHALOPATHY, TYPE 2","CADASIL2"
"616780","OOCYTE MATURATION DEFECT 2","OOMD2"
"616781","JOUBERT SYNDROME 25","JBTS25"
"616784","JOUBERT SYNDROME 26","JBTS26"
"616788","OROFACIAL CLEFT 15","OFC15"
"616789","MENTAL RETARDATION AND DISTINCTIVE FACIAL FEATURES WITH OR WITHOUT CARDIAC DEFECTS","MRFACD"
"616794","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 28","COXPD28"
"616795","SPINOCEREBELLAR ATAXIA 42","SCA42"
"616801","HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION AND CHARACTERISTIC FACIES 2","IHPRF2"
"616803","LAMB-SHAFFER SYNDROME","LAMSHF"
"616809","HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 6","HPMRS6"
"616811","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 29","COXPD29"
"616814","PREIMPLANTATION EMBRYONIC LETHALITY 1","PREMBL1"
"616816","HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION","IHPMR"
"616817","MICROCEPHALY, SHORT STATURE, AND IMPAIRED GLUCOSE METABOLISM 2","MSSGM2"
"616818","IgA NEPHROPATHY, SUSCEPTIBILITY TO, 3","IGAN3"
"616819","CORPUS CALLOSUM, AGENESIS OF, WITH FACIAL ANOMALIES AND CEREBELLAR ATAXIA","CCAFCA"
"616827","MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2W","LGMD2W"
"616828","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIo","CDG2O"
"616829","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIp","CDG2P"
"616831","LUSCAN-LUMISH SYNDROME","LLS"
"616833","PAGET DISEASE OF BONE 6","PDB6"
"616834","MICROCEPHALY, CONGENITAL CATARACT, AND PSORIASIFORM DERMATITIS","MCCPD"
"616839","EXERCISE INTOLERANCE, RIBOFLAVIN-RESPONSIVE","RREI"
"616840","PARKINSON DISEASE 23, AUTOSOMAL RECESSIVE EARLY-ONSET","PARK23"
"616843","LYMPHEDEMA, HEREDITARY, III","LMPH3"
"616849","BRACHYDACTYLY, TYPE A1, D","BDA1D"
"616851","CATARACT 45","CTRCT45"
"616852","MYOPATHY, SCAPULOHUMEROPERONEAL","SHPM"
"616854","EVEN-PLUS SYNDROME","EVPLS"
"616858","COWDEN SYNDROME 7","CWS7"
"616859","SPASTICITY, CHILDHOOD-ONSET, WITH HYPERGLYCINEMIA","SPAHGC"
"616860","ANEMIA, SIDEROBLASTIC, 3, PYRIDOXINE-REFRACTORY","SIDBA3"
"616866","SPINAL MUSCULAR ATROPHY WITH CONGENITAL BONE FRACTURES 1","SMABF1"
"616867","SPINAL MUSCULAR ATROPHY WITH CONGENITAL BONE FRACTURES 2","SMABF2"
"616868","DIARRHEA 8, SECRETORY SODIUM, CONGENITAL","DIAR8"
"616871","MYELOPROLIFERATIVE/LYMPHOPROLIFERATIVE NEOPLASMS, FAMILIAL (MULTIPLE TYPES), SUSCEPTIBILITY TO","MPLPF"
"616873","IMMUNODEFICIENCY, COMMON VARIABLE, 13","CVID13"
"616875","CEREBELLAR ATROPHY, VISUAL IMPAIRMENT, AND PSYCHOMOTOR RETARDATION","CAVIPMR"
"616878","METABOLIC ENCEPHALOMYOPATHIC CRISES, RECURRENT, WITH RHABDOMYOLYSIS, CARDIAC ARRHYTHMIAS, AND NEURODEGENERATION","MECRCN"
"616881","LEUKODYSTROPHY, HYPOMYELINATING, 13","HLD13"
"616882","ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 3","FASPS3"
"616887","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 52","MRT52"
"616890","SPLIT-FOOT MALFORMATION WITH MESOAXIAL POLYDACTYLY","SFMMP"
"616892","NEPHROTIC SYNDROME, TYPE 12","NPHS12"
"616894","ROBINOW SYNDROME, AUTOSOMAL DOMINANT 3","DRS3"
"616897","OSTEOCHONDRODYSPLASIA, COMPLEX LETHAL, SYMOENS-BARNES-GISTELINCK TYPE","OCLSBG"
"616900","HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION AND CHARACTERISTIC FACIES 3","IHPRF3"
"616901","DEVELOPMENTAL DELAY WITH SHORT STATURE, DYSMORPHIC FEATURES, AND SPARSE HAIR","DEDSSH"
"616903","THIOPURINES, POOR METABOLISM OF, 2","THPM2"
"616907","SPASTIC PARAPLEGIA 76, AUTOSOMAL RECESSIVE","SPG76"
"616911","IMMUNODEFICIENCY-CENTROMERIC INSTABILITY-FACIAL ANOMALIES SYNDROME 4","ICF4"
"616913","BLEEDING DISORDER, PLATELET-TYPE, 20","BDPLT20"
"616914","MARFAN LIPODYSTROPHY SYNDROME","MFLS"
"616917","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 53","MRT53"
"616920","HEART AND BRAIN MALFORMATION SYNDROME","HBMS"
"616921","DYSKINESIA, LIMB AND OROFACIAL, INFANTILE-ONSET","IOLOD"
"616922","STRIATAL DEGENERATION, AUTOSOMAL DOMINANT 2","ADSD2"
"616924","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2CC","CMT2CC"
"616937","THROMBOCYTOPENIA 6","THC6"
"616938","COFFIN-SIRIS SYNDROME 5","CSS5"
"616939","CHOREA, CHILDHOOD-ONSET, WITH PSYCHOMOTOR RETARDATION","COCPMR"
"616941","AGAMMAGLOBULINEMIA 8, AUTOSOMAL DOMINANT","AGM8"
"616943","TRICHOTHIODYSTROPHY 6, NONPHOTOSENSITIVE","TTD6"
"616944","MENTAL RETARDATION, AUTOSOMAL DOMINANT 41","MRD41"
"616946","PREMATURE OVARIAN FAILURE 11","POF11"
"616947","PREMATURE OVARIAN FAILURE 12","POF12"
"616948","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 22","SCAR22"
"616949","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 23","SCAR23"
"616950","SPERMATOGENIC FAILURE 15","SPGF15"
"616954","YOU-HOOVER-FONG SYNDROME","YHFS"
"616958","DEAFNESS, AUTOSOMAL RECESSIVE 105","DFNB105"
"616959","RETINITIS PIGMENTOSA AND ERYTHROCYTIC MICROCYTOSIS","RPEM"
"616963","HYPERCALCEMIA, INFANTILE, 2","HCINF2"
"616968","DEAFNESS, AUTOSOMAL DOMINANT 70","DFNA70"
"616969","DEAFNESS, AUTOSOMAL DOMINANT 66","DFNA66"
"616973","MENTAL RETARDATION, AUTOSOMAL DOMINANT 42","MRD42"
"616974","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 30","COXPD30"
"616975","NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT ANOMALIES OF THE BRAIN, EYE, OR HEART","NEDBEH"
"616977","MENTAL RETARDATION, AUTOSOMAL DOMINANT 43","MRD43"
"616981","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 37","EIEE37"
"617004","POLYCYSTIC LIVER DISEASE 2","PCLD2"
"617006","AUTOIMMUNE DISEASE, MULTISYSTEM, INFANTILE-ONSET, 2","ADMIO2"
"617008","CEREBRAL PALSY, SPASTIC QUADRIPLEGIC, 3","CPSQ3"
"617011","MACROCEPHALY, DYSMORPHIC FACIES, AND PSYCHOMOTOR RETARDATION","MDFPMR"
"617013","HYPERMANGANESEMIA WITH DYSTONIA 2","HMNDYT2"
"617014","NEUTROPENIA, SEVERE CONGENITAL, 7, AUTOSOMAL RECESSIVE","SCN7"
"617017","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2T","CMT2T"
"617018","SPINOCEREBELLAR ATAXIA 43","SCA43"
"617020","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 38","EIEE38"
"617021","HYDROPS, LACTIC ACIDOSIS, AND SIDEROBLASTIC ANEMIA","HLASA"
"617022","LETHAL CONGENITAL CONTRACTURE SYNDROME 10","LCCS10"
"617023","RETINITIS PIGMENTOSA 75","RP75"
"617024","NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1H","CSNB1H"
"617025","NEVUS COMEDONICUS","NC"
"617026","PONTOCEREBELLAR HYPOPLASIA, TYPE 2F","PCH2F"
"617027","HYPERALDOSTERONISM, FAMILIAL, TYPE IV","HALD4"
"617028","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 54","MRT54"
"617030","MYOPATHY, DISTAL, 5","MPD5"
"617035","PATENT DUCTUS ARTERIOSUS 2","PDA2"
"617039","PATENT DUCTUS ARTERIOSUS 3","PDA3"
"617041","DUANE RETRACTION SYNDROME 3 WITH OR WITHOUT DEAFNESS","DURS3"
"617044","SHORT STATURE, DEVELOPMENTAL DELAY, AND CONGENITAL HEART DEFECTS","SDDHD"
"617046","SPASTIC PARAPLEGIA 77, AUTOSOMAL RECESSIVE","SPG77"
"617047","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 26","CMH26"
"617049","CHOLESTASIS, PROGRESSIVE FAMILIAL INTRAHEPATIC, 5","PFIC5"
"617050","HERMANSKY-PUDLAK SYNDROME 10","HPS10"
"617051","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 55","MRT55"
"617052","BONE MARROW FAILURE SYNDROME 3","BMFS3"
"617053","MIRAGE SYNDROME","MIRAGE"
"617054","STRIATONIGRAL DEGENERATION, CHILDHOOD-ONSET","SNDC"
"617056","HYPERURICEMIC NEPHROPATHY, FAMILIAL JUVENILE, 4","HNFJ4"
"617061","MENTAL RETARDATION, AUTOSOMAL DOMINANT 44","MRD44"
"617062","OKUR-CHUNG NEURODEVELOPMENTAL SYNDROME","OCNDS"
"617063","MEIER-GORLIN SYNDROME 7","MGORS7"
"617065","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 40","EIEE40"
"617066","MUSCULAR DYSTROPHY, CONGENITAL, DAVIGNON-CHAUVEAU TYPE","MDCDC"
"617068","PORTAL HYPERTENSION, NONCIRRHOTIC","NCPH"
"617069","PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 3","PEOB3"
"617070","PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 4","PEOB4"
"617072","MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2Y","LGMD2Y"
"617073","TOOTH AGENESIS, SELECTIVE, 8","STHAG8"
"617075","NASOPHARYNGEAL CARCINOMA, SUSCEPTIBILITY TO, 3","NPCA3"
"617080","SEIZURES, BENIGN FAMILIAL INFANTILE, 5","BFIS5"
"617082","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Iaa","CDG1AA"
"617086","ENCEPHALOPATHY DUE TO DEFECTIVE MITOCHONDRIAL AND PEROXISOMAL FISSION 2","EMPF2"
"617087","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, AUTOSOMAL RECESSIVE, TYPE 2A2B","CMT2A2B"
"617088","SHORT-RIB THORACIC DYSPLASIA 15 WITH POLYDACTYLY","SRTD15"
"617090","MICROCEPHALY 17, PRIMARY, AUTOSOMAL RECESSIVE","MCPH17"
"617091","CILIARY DYSKINESIA, PRIMARY, 34","CILD34"
"617092","CILIARY DYSKINESIA, PRIMARY, 35","CILD35"
"617093","GROWTH RETARDATION, INTELLECTUAL DEVELOPMENTAL DISORDER, HYPOTONIA, AND HEPATOPATHY","GRIDHH"
"617099","AUTOINFLAMMATION, PANNICULITIS, AND DERMATOSIS SYNDROME","AIPDS"
"617100","FAMILIAL ADENOMATOUS POLYPOSIS 4","FAP4"
"617101","INTELLECTUAL DEVELOPMENTAL DISORDER WITH PERSISTENCE OF FETAL HEMOGLOBIN","null"
"617102","SHORT-RIB THORACIC DYSPLASIA 16 WITH OR WITHOUT POLYDACTYLY","SRTD16"
"617105","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 41","EIEE41"
"617106","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 42","EIEE42"
"617107","THAUVIN-ROBINET-FAIVRE SYNDROME","TROFAS"
"617108","SESSILE SERRATED POLYPOSIS CANCER SYNDROME","SSPCS"
"617111","MACULAR DYSTROPHY, PATTERNED, 3","MDPT3"
"617113","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 43","EIEE43"
"617114","MYOPATHY, MYOFIBRILLAR, 7","MFM7"
"617115","PEELING SKIN SYNDROME 5","PSS5"
"617116","EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI 2","FFEVF2"
"617118","EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI 3","FFEVF3"
"617119","BARDET-BIEDL SYNDROME 20","BBS20"
"617120","JOUBERT SYNDROME 27","JBTS27"
"617121","JOUBERT SYNDROME 28","JBTS28"
"617123","RETINITIS PIGMENTOSA 76","RP76"
"617125","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 56","MRT56"
"617126","ALAZAMI-YUAN SYNDROME","ALYUS"
"617127","OROFACIODIGITAL SYNDROME XV","OFD15"
"617132","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 44","EIEE44"
"617133","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 24","SCAR24"
"617137","FRONTOMETAPHYSEAL DYSPLASIA 2","FMD2"
"617140","ZTTK SYNDROME","ZTTKS"
"617141","ANIRIDIA 2","AN2"
"617142","ANIRIDIA 3","AN3"
"617143","MYASTHENIC SYNDROME, CONGENITAL, 20, PRESYNAPTIC","CMS20"
"617145","NEURODEGENERATION WITH ATAXIA, DYSTONIA, AND GAZE PALSY, CHILDHOOD-ONSET","NADGP"
"617146","ARTHROGRYPOSIS, DISTAL, WITH IMPAIRED PROPRIOCEPTION AND TOUCH","DAIPT"
"617153","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 45","EIEE45"
"617156","MITOCHONDRIAL DNA DEPLETION SYNDROME 15 (HEPATOCEREBRAL TYPE)","MTDPS15"
"617157","SHORT STATURE, BRACHYDACTYLY, INTELLECTUAL DEVELOPMENTAL DISABILITY, AND SEIZURES","SBIDDS"
"617158","MYOPATHY, DISTAL, WITH RIMMED VACUOLES","DMRV"
"617159","SIFRIM-HITZ-WEISS SYNDROME","SIHIWES"
"617162","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 46","EIEE46"
"617164","SHORT STATURE, RHIZOMELIC, WITH MICROCEPHALY, MICROGNATHIA, AND DEVELOPMENTAL DELAY","SRMMD"
"617166","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 47","EIEE47"
"617168","AORTIC ANEURYSM, FAMILIAL THORACIC 10","AAT10"
"617169","SOTOS SYNDROME 3","SOTOS3"
"617171","DYSKINESIA, SEIZURES, AND INTELLECTUAL DEVELOPMENTAL DISORDER","DYSEIDD"
"617173","INTELLECTUAL DEVELOPMENTAL DISORDER WITH CARDIAC ARRHYTHMIA","IDDCA"
"617174","EHLERS-DANLOS SYNDROME, PERIODONTAL TYPE, 2","EDSPD2"
"617175","RETINAL DYSTROPHY WITH OR WITHOUT EXTRAOCULAR ANOMALIES","RDEOA"
"617180","CHITAYAT SYNDROME","CHYTS"
"617182","LANGUAGE DELAY AND ATTENTION DEFICIT-HYPERACTIVITY DISORDER/COGNITIVE IMPAIRMENT WITH OR WITHOUT CARDIAC ARRHYTHMIA","LADCI"
"617183","HAREL-YOON SYNDROME","HAYOS"
"617184","MITOCHONDRIAL DNA DEPLETION SYNDROME 12A (CARDIOMYOPATHIC TYPE), AUTOSOMAL DOMINANT","MTDPS12A"
"617186","ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN EDEMA AND/OR LEUKOENCEPHALOPATHY","PEBEL"
"617187","SPERMATOGENIC FAILURE 16","SPGF16"
"617188","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 57","MRT57"
"617190","SHASHI-PENA SYNDROME","SHAPNS"
"617193","ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN ATROPHY AND THIN CORPUS CALLOSUM","PEBAT"
"617194","LETHAL CONGENITAL CONTRACTURE SYNDROME 11","LCCS11"
"617201","PERIVENTRICULAR NODULAR HETEROTOPIA 7","PVNH7"
"617205","HETEROTAXY, VISCERAL, 8, AUTOSOMAL","HTX8"
"617207","ENCEPHALOPATHY, PROGRESSIVE, WITH AMYOTROPHY AND OPTIC ATROPHY","PEAMO"
"617213","SEDOHEPTULOKINASE DEFICIENCY","SHPKD"
"617214","SPERMATOGENIC FAILURE 17","SPGF17"
"617217","AMELOGENESIS IMPERFECTA, HYPOMATURATION TYPE, IIA6","AI2A6"
"617222","SUDDEN CARDIAC FAILURE, INFANTILE","SCFI"
"617223","SUDDEN CARDIAC FAILURE, ALCOHOL-INDUCED","SCFAI"
"617225","SPASTIC PARAPLEGIA 78, AUTOSOMAL RECESSIVE","SPG78"
"617228","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 31","COXPD31"
"617232","MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2Z","LGMD2Z"
"617234","PREIMPLANTATION EMBRYONIC LETHALITY 2","PREMBL2"
"617235","MYOCLONUS, INTRACTABLE, NEONATAL","NEIMY"
"617236","CONE-ROD DYSTROPHY AND HEARING LOSS","CRDHL"
"617237","IMMUNODEFICIENCY 49","IMD49"
"617238","MYOPIA 25, AUTOSOMAL DOMINANT","MYP25"
"617239","MYASTHENIC SYNDROME, CONGENITAL, 21, PRESYNAPTIC","CMS21"
"617241","LUNG DISEASE, IMMUNODEFICIENCY, AND CHROMOSOME BREAKAGE SYNDROME","LICS"
"617243","FANCONI ANEMIA, COMPLEMENTATION GROUP V","FANCV"
"617244","FANCONI ANEMIA, COMPLEMENTATION GROUP R","FANCR"
"617247","FANCONI ANEMIA, COMPLEMENTATION GROUP U","FANCU"
"617248","3-METHYLGLUTACONIC ACIDURIA, TYPE VIII","MGCA8"
"617251","UNCOMBABLE HAIR SYNDROME 2","UHS2"
"617252","UNCOMBABLE HAIR SYNDROME 3","UHS3"
"617253","SECKEL SYNDROME 10","SCKL10"
"617255","LISSENCEPHALY 8","LIS8"
"617258","MYOPATHY, MYOFIBRILLAR, 8","MFM8"
"617260","GLOBAL DEVELOPMENTAL DELAY, ABSENT OR HYPOPLASTIC CORPUS CALLOSUM, AND DYSMORPHIC FACIES","GDACCF"
"617268","NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA, SEIZURES, AND ABSENT LANGUAGE","NDHSAL"
"617270","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 58","MRT58"
"617271","NEPHRONOPHTHISIS 20","NPHP20"
"617272","GLAUCOMA 3, PRIMARY CONGENITAL, E","GLC3E"
"617275","TOOTH AGENESIS, SELECTIVE, 9","STHAG9"
"617276","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 48","EIEE48"
"617280","ATRIAL FIBRILLATION, FAMILIAL, 18","ATFB18"
"617282","DYSTONIA, CHILDHOOD-ONSET, WITH OPTIC ATROPHY AND BASAL GANGLIA ABNORMALITIES","DYTOABG"
"617284","DYSTONIA 28, CHILDHOOD-ONSET","DYT28"
"617290","EPILEPSY, EARLY-ONSET, VITAMIN B6-DEPENDENT","EPVB6D"
"617294","EPIDERMOLYSIS BULLOSA SIMPLEX, GENERALIZED, WITH SCARRING AND HAIR LOSS","EBSSH"
"617296","SPASTIC PARAPLEGIA, INTELLECTUAL DISABILITY, NYSTAGMUS, AND OBESITY","SINO"
"617297","AMELOGENESIS IMPERFECTA, TYPE IJ","AI1J"
"617300","HYDROPS FETALIS, NONIMMUNE, AND/OR ATRIAL SEPTAL DEFECT, SUSCEPTIBILITY TO","HFASD"
"617301","GLYCINE ENCEPHALOPATHY WITH NORMAL SERUM GLYCINE","null"
"617302","OPTIC ATROPHY 11","OPA11"
