"pid","description","tid","des_ch"
"32040","Impaired survival of mature T cells","64",
"32041","Decreased invariant NK T cells","64",
"32042","Post-vaccination varicella (in 1 patient)","64",
"32043","Low to normal immunoglobulin levels","64",
"32044","Variable antibody response to vaccination","64",
"32045","Mildly decreased or normal T-cell proliferative responses","64",
"32046","Normal thymus","64",
"32047","Increased susceptibility to EBV infection","64",
"32048","EBV-induced B-cell lymphoma","65",
"32049","Shortened telomeres (1 patient)","72",
"32050","Mucocutaneous immunodeficiency syndrome may be prominent","73",
"32051","Three unrelated families have been reported (last curated October 2014)","73",
"32052","Hyperpigmented macules of variable size and shape located in a symmetrical pattern primarily on face, neck, trunk, and dorsa of hands and feet","50",
"32053","Pigmented basal layer of epidermis","51",
"32054","Pigmentary incontinence in the papillary dermis","51",
"32055","Some melanophages and lymphocytes in the upper dermis","51",
"32056","Lesions appear in infancy or early childhood","73",
"32057","Hair, nails, and teeth are normal","73",
"32058","Acute liver failure, episodic","29","急性肝衰竭，发作期"
"32059","Encephalopathy during episodes","57","发作期间的脑病"
"32060","Coma during episodes (in some patients)","57","发作期间的昏迷（某些患者）"
"32061","Lactic acidosis, episodic","61",
"32062","Hyperglycemia, insulin-responsive, episodic","62",
"32063","Hyperammonemia, episodic","72",
"32064","Abnormal liver enzymes, episodic","72",
"32065","Decreased mitochondrial complex III activity (in liver, muscle, and fibroblasts)","72",
"32066","Two unrelated patients have been reported (last curated October 2013)","73",
"32067","Episodic decompensation is usually triggered by illness","73",
"32068","Obesity, severe","3",
"32069","Intrauterine growth retardation (1 patient)","4",
"32070","Thick cortex","57","厚皮质"
"32071","Dysmorphic basal ganglia (1 patient)","57","变形基底神经节（1例患者）"
"32072","Myopic chorioretinal degeneration","9","近视脉络膜视网膜变性"
"32073","Mild depression and delay in both scotopic and photopic function on electroretinography","9","在视网膜电图上的轻度抑郁和延迟的暗视和明视功能"
"32074","Fine punctate lens opacities (in some patients)","9","精细点状晶状体混浊（部分患者）"
"32075","Posterior subcapsular cataract (rare)","9","后囊下白内障（罕见）"
"32076","Spastic tetraplegia (in some patients)","57","痉挛性四肢瘫痪（部分患者）"
"32077","Posterior agyria","57","后鳃"
"32078","Posterior pachygyria","57","后部pachygyria"
"32079","Dysmorphic corpus callosum","57","变形胼call体"
"32080","Sertoli cell-only seminiferous tubule histology","37","Sertoli仅细胞曲细精管组织学"
"32081","Oligoasthenoteratozoospermia (noted in 1 patient)","37","Oligoasthenoteratozoospermia（1名患者）"
"32082","Microcephaly (-4 to -5 SD)","6","小头畸形（-4至-5 SD）"
"32083","Low-normal intelligence","57","智力低下"
"32084","Normal brain MRI","57","正常脑部MRI"
"32085","Potter sequence","7","波特序列"
"32086","Unseptated atrium and ventricle","15","非隔离的心房和心室"
"32087","Abnormal lung lobulation","21","肺叶分离异常"
"32088","Cystic dysplasia","29","囊性发育不良"
"32089","Cystic dysplasia","30","囊性发育不良"
"32090","Enlarged pancreas","30","扩大的胰腺"
"32091","Asplenia (in some patients)","32","无脾（某些患者）"
"32092","Uterine agenesis (1 patient)","38","子宫发育不全（1例）"
"32093","Renal cystic dysplasia","39","肾囊性发育不良"
"32094","Shortened legs","46","腿缩短了"
"32095","Hypoplastic frontal bones","43","发育不全的额骨"
"32096","Craniosynostosis (reported in 1 patient)","43","颅缝早闭（1例报告）"
"32097","Lobar holoprosencephaly","57","Lobar holoprosencephaly"
"32098","Vermian hypoplasia","57","Vermian发育不全"
"32099","High-arched feet (1 patient)","48","高弓形足（1名患者）"
"32100","Hammer-shaped toes (1 patient)","48","锤形脚趾（1名患者）"
"32101","Contracture of the Achilles tendon (1 patient)","48","跟腱挛缩（1例患者）"
"32102","Muscle weakness (1 patient)","55","肌肉无力（1名患者）"
"32103","Muscle atrophy (1 patient)","55","肌肉萎缩（1名患者）"
"32104","Ragged red fibers seen on biopsy","55","在活组织检查中看到的衣衫褴褛的红色纤维"
"32105","Accumulation of abnormal mitochondria","55","异常线粒体的积累"
"32106","Three unrelated patients have been reported (last curated November 2016)","73",
"32107","Delayed bone age (1 patient)","42","骨龄延迟（1例患者）"
"32108","Osteoporosis (1 patient)","42","骨质疏松症（1名患者）"
"32109","Recurrent candidal infections","64",
"32110","Opportunistic infections","64",
"32111","Normal numbers of lymphocytes","64",
"32112","Impaired B-cell differentiation","64",
"32113","Poor antibody response","64",
"32114","Decreased T-cell proliferative response to mitogens","64",
"32115","One patient from a consanguineous Lebanese family and one patient from a consanguineous Kurdish family have been reported (last curated April 2014)","73",
"32116","Death may occur in late childhood","73",
"32117","Postnatal growth retardation (in some patients)","4",
"32118","Hypotonia, infantile, severe","55","低血压，婴儿，严重"
"32119","Poor speech or lack of speech development","57","言语不佳或言语发展不足"
"32120","Neuroaxonal dystrophy (in some patients)","58","神经轴索营养不良（某些患者）"
"32121","Sural nerve biopsy shows unmyelinated axons (in some patients)","58","腓肠神经活检显示无髓鞘轴突（部分患者）"
"32122","Spheroid formation (in some patients)","58","球体形成（在一些患者中）"
"32123","Sural nerve edema (in some patients)","58","腓肠神经水肿（部分患者）"
"32124","Decreased motor nerve conduction velocity (in some patients)","58","运动神经传导速度下降（部分患者）"
"32125","Some patients never achieve sitting","73",
"32126","Hypertrophic cardiomyopathy (uncommon)","15","肥厚型心肌病（不常见）"
"32127","Arrhythmia (uncommon)","15","心律失常（不常见）"
"32128","Renal tubular acidosis (in some patients)","39","肾小管酸中毒（部分患者）"
"32129","Small feet (in some patients)","48","小脚（有些病人）"
"32130","Choreoathetosis (in some patients)","57","舞蹈手足徐动症（部分患者）"
"32131","Brainstem white matter lesions","57","脑干白质病变"
"32132","White matter lesions in the basal ganglia","57","基底神经节中的白质病变"
"32133","Mitochondrial respiratory chain defects (skeletal muscle, fibroblasts)","72",
"32134","Depletion of mtDNA (skeletal muscle, fibroblasts)","72",
"32135","Fragmentation of the mitochondrial network","72",
"32136","Increased serum ammonia","72",
"32137","Myopia of variable severity","9","可变严重程度的近视"
"32138","Increased axial length of globe","9","增加地球的轴向长度"
"32139","EEG shows suppression-burst pattern","57","脑电图显示抑制爆发模式"
"32140","Multifocal spike waves","57","多焦点尖峰波"
"32141","Cortical blindness (in one patient)","9","皮质性失明（一名患者）"
"32142","Biventricular hypertrophy (in one patient)","15","双心室肥大（一名患者）"
"32143","Ventricular septal defect (in one patient)","15","室间隔缺损（一名患者）"
"32144","Patent foramen ovale (in one patient)","15","卵圆孔未闭（一名患者）"
"32145","Second-degree heart block (in one patient)","15","二度心脏传导阻滞（一名患者）"
"32146","Hypertension, neonatal","16","高血压，新生儿"
"32147","Pulmonary artery hypertension (in one patient)","16","肺动脉高压（一名患者）"
"32148","Renal stones (in one patient)","39","肾结石（一名患者）"
"32149","Seizures, complex partial","57","癫痫发作，复杂部分"
"32150","Spastic quadriplegia (in one patient)","57","痉挛性四肢瘫痪（一名患者）"
"32151","Athetosis, mild (in one patient)","57","轻度手足徐动症（一名患者）"
"32152","Movement disorder","58","运动障碍"
"32153","Verbal outbursts (in one patient)","59",
"32154","Elevated aldosterone","62",
"32155","High aldosterone/renin ratio","62",
"32156","Low plasma renin activity","62",
"32157","Two unrelated girls reported (last curated October 2013)","73",
"32158","Paget disease","42","佩吉特病"
"32159","Disordered and exaggerated bone remodeling","44","无序和夸张的骨重建"
"32160","Trabecular coarsening of the lumbar vertebral body","44","腰椎椎体小梁粗化"
"32161","Increased osteosclerosis","45","增加骨质硬化"
"32162","Disordered and exaggerated bone remodeling","45","无序和夸张的骨重建"
"32163","Increased osteosclerosis of the epiphyseal portion of the femur","46","增加股骨骨骺部分的骨硬化"
"32164","Muscle weakness (affecting lower proximal extremities, abdominal wall, and iliopsoas muscle)","55","肌肉无力（影响下肢近端，腹壁和髂腰肌）"
"32165","Muscle pain following exercise (in some patients)","55","运动后肌肉疼痛（部分患者）"
"32166","Multiple rimmed vacuoles seen on biopsy (in some patients)","55","在活组织检查中看到多个边缘空泡（在一些患者中）"
"32167","Inclusion bodies seen on biopsy (in some patients)","55","在活组织检查中看到的包涵体（在一些患者中）"
"32168","Fiber size variation seen on biopsy (in some patients)","55","在活组织检查中观察到纤维大小变化（在一些患者中）"
"32169","Elevated serum creatine kinase (up to 7 times normal limit)","72",
"32170","Elevated alkaline phosphatase (up to 8 times normal limit in most patients)","72",
"32171","Onset between 35-43 years of age","73",
"32172","Many become wheelchair bound","73",
"32173","One family described (last curated October 2013)","73",
"32174","Blistering, mild (occurs mainly on ankles and feet and in response to trauma)","50",
"32175","Decreased immunostaining for BPAG1-e","51",
"32176","Hemidesmosomes show poorly formed inner plaques","52",
"32177","Lucent zone between keratin filaments and outer hemidesmosomal plaques","52",
"32178","Nail dystrophy (1 patient)","53",
"32179","Blistering may worsen during the summer","73",
"32180","Laterally placed eyebrows","9","侧面放置眉毛"
"32181","Abnormal spike waves","57","异常尖峰波"
"32182","Slowed background activity","57","慢背景活动"
"32183","MRI shows short, thick corpus callosum","57","MRI显示短而粗的胼call体"
